設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,事業用太陽光地域活用要件の該当の有無,,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A709281H46,外薗　郁美,,,,太陽光,20,鹿児島県いちき串木野市大里富永５９２９－１,0,20,2012年9月18日,2013年11月,-,-,外部積立て,-,2032年12月
A709983H46,株式会社瀬戸産業,瀬戸　祐博,阿久根市脇本３１９８－１,0996-75-2332,太陽光,44,鹿児島県阿久根市脇本３１９８－１,0,48.7,2012年9月19日,2013年11月,-,-,外部積立て,-,2032年11月
A709997H46,株式会社中礼商事,中礼　剛,曽於市大隅町下窪町１０７番地,099-482-1145,太陽光,30,鹿児島県曽於市大隅町下窪町１２９,1,30,2012年9月19日,2013年11月,-,-,外部積立て,-,2032年11月
A709998H46,株式会社中礼商事,中礼　剛,曽於市大隈町下窪町１０７番地,099-482-1145,太陽光,48.5,鹿児島県曽於市大隅町下窪町３９３－１,0,48.5,2012年9月19日,2013年11月,-,-,外部積立て,-,2032年12月
A709999H46,株式会社中礼商事,中礼　剛,曽於市大隅町下窪町１０７番地,099-482-1145,太陽光,48.5,鹿児島県曽於市大隅町下窪町３９２－１,0,48.5,2012年9月19日,2013年11月,-,-,外部積立て,-,2032年12月
A710039H46,竹之内　久人,,,,太陽光,22,鹿児島県鹿屋市笠之原町１３－５０,0,23.1,2012年9月19日,2013年11月,-,-,外部積立て,-,2032年12月
A710043H46,株式会社さくら会,新　美代子,鹿児島市福山町９５８番地１,099-278-0550,太陽光,43.9,鹿児島県鹿児島市福山町９５８－１,0,46,2012年9月20日,2013年11月,-,-,外部積立て,-,2032年11月
A710048H46,丸岩電機株式会社,眞島　愃一,鹿児島市卸本町７－１７,099-260-2410,太陽光,48,鹿児島県南九州市川辺町両添字矢掛松１０１３,1,48,2012年9月24日,2013年11月,-,-,外部積立て,-,2033年4月
A710053H46,有限会社セブンプラザ川内店,牟田　信紘,薩摩川内市中郷２－６－１４,0996-23-4000,太陽光,38.6,鹿児島県薩摩川内市宮内町２２５４－１,0,39.6,2012年9月24日,2013年11月,-,-,外部積立て,-,2033年1月
A710803H46,堂後　義和,,,,太陽光,49.2,鹿児島県薩摩川内市東郷町斧渕８８５９－２,0,49.2,2012年9月27日,2013年11月,-,-,外部積立て,-,2032年12月
A711286H46,合同会社さつま自然エネルギー,濱田　総一郎,いちき串木野市西薩町１７－７,0996-33-1510,太陽光,100,鹿児島県いちき串木野市西薩町１７－４,0,101.6,2012年9月25日,2013年11月,-,-,外部積立て,-,2032年11月
A711290H46,合同会社さつま自然エネルギー,濱田　総一郎,いちき串木野市西薩町１７－７,0996-33-1510,太陽光,400,鹿児島県いちき串木野市西薩町１７－６,0,400,2012年9月25日,2013年11月,-,-,外部積立て,-,2032年11月
A711302H46,松永工業株式会社,松永　康之,伊佐市大口小木原３６２,0995-22-0059,太陽光,49.5,鹿児島県伊佐市大口小木原３６２,0,49.5,2012年9月26日,2013年11月,-,-,外部積立て,-,2032年12月
A711306H46,松永工業株式会社,松永　康之,伊佐市大口小木原３６２,0995-22-0059,太陽光,48.6,鹿児島県伊佐市大口上町６－８,0,48.6,2012年9月26日,2013年11月,-,-,外部積立て,-,2033年1月
A711315H46,合同会社さつま自然エネルギー,濱田　総一郎,いちき串木野市西薩町１７番地７,0996-33-1510,太陽光,200,鹿児島県いちき串木野市西薩町１７－２５,0,203.2,2012年9月26日,2013年11月,-,-,外部積立て,-,2032年11月
A711320H46,株式会社誠電社,谷　誠,鹿児島市春山町１５０８－２,099-278-7123,太陽光,26.3,鹿児島県枕崎市塩屋北町２８９,0,30.2,2012年9月26日,2013年11月,-,-,外部積立て,-,2033年2月
A711324H46,森山　やす子,,,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方岡山４６５８－１,0,54.7,2012年9月26日,2013年11月,-,-,外部積立て,-,2033年5月
A711360H46,安藤　哲郎,,,,太陽光,22,鹿児島県霧島市隼人町姫城６５２－３,0,26,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年1月
A711371H46,株式会社　ＫＴ工房,竹ノ内　久人,鹿屋市笠之原町１３－５０,,太陽光,46.1,鹿児島県鹿屋市川東町８８１０－１,0,68,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年4月
A711372H46,株式会社　ＫＴ工房,竹ノ内　久人,鹿屋市笠之原町１３－５０,,太陽光,46.1,鹿児島県鹿屋市川東町８８１０－１,0,68.2,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年4月
A711373H46,株式会社　ＫＴ工房,竹ノ内　久人,鹿屋市笠之原町１３－５０,,太陽光,23.9,鹿児島県鹿屋市川東町８８１０－１,0,30.4,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年4月
A711383H46,株式会社福洋,福村　知洋,姶良市加治木町木田４１９５,0995-62-3500,太陽光,43.9,鹿児島県姶良市加治木町木田４１９５,0,62.9,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年7月
A711384H46,加治木産業株式会社,真辺　ひとみ,姶良市加治木町西別府２４２７,0995-62-3456,太陽光,49.2,鹿児島県鹿児島市東佐多町１９３５－１,0,65.4,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年1月
A711390H46,株式会社テクノクロス九州,中尾　敏美,霧島市国分上野原テクノパーク６－３１,0995-47-3166,太陽光,48.3,鹿児島県霧島市国分上野原テクノパーク６－３１,0,48.3,2012年9月27日,2013年11月,-,-,外部積立て,-,2032年12月
A711392H46,株式会社光葉,温水　直美,宮崎県西諸県郡高原町大字広原４９６２－１１,0984-42-1323,太陽光,498,鹿児島県伊佐市大口宮人字小ケ倉１１９０－１２６,0,498,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年6月
A711393H46,株式会社光葉,温水　直美,宮崎県西諸県郡高原町大字広原４９６２－１１,0984-42-1323,太陽光,498,鹿児島県伊佐市大口宮人字小ケ倉１１９０－１２２,0,498,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年6月
A711397H46,株式会社ＣＵＴＥ,池上　賢司,薩摩川内市御陵下町９－２４,0996-23-3805,太陽光,230.4,鹿児島県薩摩川内市五代町７０６,0,230.4,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年4月
A711427H46,株式会社　敬和,濱崎　敬史,阿久根市浜町６７番地,0996-73-2125,太陽光,48.8,鹿児島県阿久根市山下２３４５,0,51.3,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年1月
A711429H46,合同会社さつま自然エネルギー,株式会社良知経営　職務執行者　濵田　総一郎,鹿児島県いちき串木野市西薩町１７番地７,0996-33-1510,太陽光,158.2,鹿児島県いちき串木野市西薩町１７－２７,0,159.2,2012年9月27日,2013年11月,-,-,外部積立て,-,2032年11月
A711431H46,田丸　健一,,,,太陽光,21.7,鹿児島県薩摩川内市永利町７３０－２,0,21.7,2012年9月27日,2013年11月,-,-,外部積立て,-,2033年3月
A711437H46,太陽ガス株式会社,小平　竜平,日置市伊集院町徳重１１,099-273-2651,太陽光,20.2,鹿児島県日置市伊集院町妙円寺１－１３０３－５,0,20.2,2012年9月27日,2013年11月,-,-,外部積立て,-,2032年12月
A711473H46,株式会社有川発電,有川　正一,薩摩川内市樋脇町塔之原５０,0996-37-3281,太陽光,500,鹿児島県薩摩川内市入来町副田１４７５－１,0,500,2012年10月1日,2013年11月,-,-,外部積立て,-,2033年7月
A711497H46,樋脇　寅巳,,,,太陽光,31.6,鹿児島県曽於郡大崎町神領２３７０－６,0,31.6,2012年10月1日,2013年11月,-,-,外部積立て,-,2032年11月
A711498H46,株式会社　細山田商事,細山田　良昭,鹿児島市中央町３５－３１,099-251-7966,太陽光,70.8,鹿児島県日置市伊集院町清藤２０５１,0,70.8,2012年10月1日,2013年11月,-,-,外部積立て,-,2033年4月
A711501H46,有限会社　セブンプラザキユナ電器,喜友名　榮治,姶良市東餅田２３２３－１,0995-67-3988,太陽光,37.2,鹿児島県姶良市東餠田２３２３－１,0,37.2,2012年10月1日,2013年11月,-,-,外部積立て,-,2033年1月
A711510H46,上塩入　俊朗,,,,太陽光,20,鹿児島県南九州市川辺町下山田６０７９,0,20,2012年10月1日,2013年11月,-,-,外部積立て,-,2033年1月
A711511H46,株式会社光葉,温水　直美,宮崎県西諸県郡高原町大字広原４９６２－１１,0984-42-1323,太陽光,498,鹿児島県曽於市末吉町諏訪方３８４１,0,498,2012年10月1日,2013年11月,-,-,外部積立て,-,2033年8月
A711537H46,竹ノ内　久人,,,,太陽光,26.8,鹿児島県鹿屋市笠之原町２６２２－２２,0,28.1,2012年10月2日,2013年11月,-,-,外部積立て,-,2032年12月
A711547H46,樋脇　寅巳,,,,太陽光,20.2,鹿児島県志布志市有明町野井倉８５２１－１,0,20.2,2012年10月2日,2013年11月,-,-,外部積立て,-,2032年11月
A711564H46,松永工業株式会社,松永　康之,伊佐市大口小木原３６２,0995-22-0059,太陽光,49.5,鹿児島県伊佐市大口小木原３６２－５０,0,49.5,2012年10月2日,2013年11月,-,-,外部積立て,-,2032年12月
A711565H46,株式会社　ＫＴ工房,竹ノ内　久人,鹿屋市笠之原町１３－５０,,太陽光,46.1,鹿児島県鹿屋市川東町８８１０－１,0,69.3,2012年10月2日,2013年11月,-,-,外部積立て,-,2033年4月
A711576H46,株式会社オクト開発,尾崎　功,いちき串木野市羽島７５８６－３,0996-35-1260,太陽光,47.9,鹿児島県いちき串木野市羽島７５８５－１,0,49.5,2012年10月2日,2013年11月,-,-,外部積立て,-,2033年2月
A711582H46,ＭＩＲＡＲＴＨホールディングス株式会社,島田　和一,東京都千代田区丸の内１－８－２,03-6551-2155,太陽光,890,鹿児島県西之表市西之表１７３９５－４,0,1385.8,2012年10月3日,2014年4月,-,-,外部積立て,-,2034年3月
A711590H46,株式会社南九,山下　伸也,鹿屋市下堀町９５７８番地５,0994-44-1860,太陽光,1750,鹿児島県鹿屋市串良町字辰喰７４１７－１１他,0,2196.4,2012年10月3日,2013年11月,-,-,外部積立て,-,2033年2月
A712422H46,株式会社　木脇商会,木脇　静,鹿児島市東開町３－７５,099-269-5031,太陽光,44,鹿児島県姶良郡湧水町中津川１８１８－１,0,49.9,2012年10月3日,2013年11月,-,-,外部積立て,-,2032年12月
A712423H46,株式会社　木脇商会,木脇　静,鹿児島市東開町３ー７５,03-5291-8594,太陽光,44,鹿児島県姶良郡湧水町中津川１８１８－１,0,49.9,2012年10月3日,2013年11月,-,-,外部積立て,-,2032年12月
A712447H46,井上　百代,,,,太陽光,49.5,鹿児島県出水市下知識町８５９－１,0,49.5,2012年10月3日,2013年11月,-,-,外部積立て,-,2033年7月
A712494H46,有限会社　東京商事,藤野　幸裕,南九州市川辺町神殿１７６６,0993-52-0771,太陽光,39.6,鹿児島県南さつま市加世田村原３７００－１,0,44.1,2012年10月4日,2013年11月,-,-,外部積立て,-,2033年4月
A712496H46,株式会社山下運輸,山下　勇太郎,伊佐市菱刈徳辺４０１－３,0995-26-0465,太陽光,982,鹿児島県伊佐市菱刈市山２４７７－１０他１５筆,0,1443.5,2012年10月4日,2014年6月,-,-,外部積立て,-,2034年5月
A712530H46,新原　晃,,,,太陽光,30.3,鹿児島県薩摩川内市横馬場町８－２２,0,30.3,2012年10月4日,2013年11月,-,-,外部積立て,-,2033年1月
A712582H46,株式会社リミコーポレーション,安田　里美,鹿児島県鹿児島市上之園町２５－３６,099-273-1800,太陽光,500,鹿児島県日置市吹上町永吉１５５６７,0,720.7,2012年10月5日,2013年11月,-,-,外部積立て,-,2033年3月
A712615H46,橋口　裕一郎,,,,太陽光,142,鹿児島県薩摩川内市西方町１１０,0,142,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年8月
A712621H46,太久保酒造株式会社,中山　信彦,志布志市松山町尾野見１３１９番地８３,099-487-8282,太陽光,49.2,鹿児島県志布志市松山町尾野見１３１９－８３,0,49.8,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年3月
A712629H46,有限会社松尾ブロイラー,松尾　清則,垂水市牛根境１２３６,0994-36-2171,太陽光,49,鹿児島県垂水市牛根境１０２,0,49,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年2月
A712640H46,柴立　豊子,,,,太陽光,47.7,鹿児島県曽於郡大崎町持留３３１－２,0,51.3,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年7月
A712641H46,神田　三好,,,,太陽光,29.4,鹿児島県鹿屋市輝北町上百引２１２６－７,0,29.7,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年4月
A712649H46,堂園　義徳,,,,太陽光,28.5,鹿児島県鹿児島市谷山中央４－１８３,0,28.5,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年2月
A712650H46,木原　敬子,,,,太陽光,49.6,鹿児島県鹿児島市本城町２５６－１,0,49.6,2012年10月9日,2013年11月,-,-,外部積立て,-,2033年2月
A712662H46,茆原　早準,,,,太陽光,21,鹿児島県曽於市財部町南俣２１８３－３,0,21.2,2012年10月10日,2013年11月,-,-,外部積立て,-,2033年2月
A712669H46,株式会社Ｕフロンティア,上東　伸太郎,南さつま市加世田武田１５４１６－１,0993-53-2611,太陽光,996,鹿児島県南さつま市加世田武田１４７１４他２３筆,0,996,2012年10月10日,2013年12月,-,-,外部積立て,-,2033年11月
A712670H46,有限会社　南薩東京社,鳥越　澄夫,南さつま市加世田村原３７００－１,0993-53-5100,太陽光,500,鹿児島県南さつま市加世田村原字窪畑３６５９,13,500,2012年10月10日,2013年11月,-,-,外部積立て,-,2033年8月
A713852H46,株式会社　九大建設,大隣　重幸,南九州市知覧町郡１７８０９－１,092-436-8887,太陽光,37,鹿児島県南九州市知覧町永里２９４４－１,1,45.8,2012年10月12日,2013年11月,-,-,外部積立て,-,2033年3月
A713862H46,株式会社　花田電子　網津工場,花田　洋三,薩摩川内市網津町４８５４－６,099-274-2726,太陽光,42.3,鹿児島県薩摩川内市網津町４８５４－６,0,44.4,2012年10月12日,2014年6月,-,-,外部積立て,-,2034年4月
A713863H46,株式会社　花田電子,花田　洋三,薩摩川内市湯田町６１１－１,099-274-2726,太陽光,44,鹿児島県薩摩川内市湯田町６１１－１,0,49.1,2012年10月12日,2014年5月,-,-,外部積立て,-,2034年4月
A713894H46,ミタルダ株式会社,三田　治雄,鹿児島県鹿児島市与次郎１－２－１５,099-257-5063,太陽光,990,鹿児島県伊佐市前目字巣直し４１３２－１,3,1203.8,2012年10月12日,2013年11月,-,-,外部積立て,-,2033年9月
A713895H46,株式会社ミタデン,三田　治雄,鹿児島県鹿児島市与次郎１－２－１５,099-257-1540,太陽光,990,鹿児島県伊佐市菱刈前目字巣直し４１４２－１他９筆,0,1045.4,2012年10月12日,2016年4月,-,-,外部積立て,-,2036年3月
A713906H46,ＥＮＥＯＳグローブ株式会社,小西　徹,東京都千代田区永田町２丁目１１番１号,03-5253-9270,太陽光,1998,鹿児島県薩摩川内市港町唐山６１２０,0,1998,2012年10月12日,2013年11月,-,-,外部積立て,-,2033年9月
