設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,他の筆数,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,パワーコンディショナーの自立運転機能の有無,給電用コンセントの有無,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A703168E25,有限会社富川製作所,留川敦司,甲賀市水口町北脇８９８,0748-23-7755,太陽光,160.0,滋賀県甲賀市水口町宇川１３００－３,0,160.0,10月25日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A703192E25,株式会社平和堂,夏原　平和,彦根市小泉町３１,0749-23-3558,太陽光,100.0,滋賀県大津市瀬田１丁目字北浦１０００,0,100.2,10月26日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A703196E25,有限会社北村商店,北村　二郎,湖南市石部中央４－８－１２,0748-77-5676,太陽光,22.0,滋賀県湖南市石部中央４－８－１２,0,22.0,10月26日2012年,2014年11月,-,-,外部積立て,-,2034年8月
A703197E25,有限会社北村新聞店,北村　斉,野洲市小篠原２２１３,,太陽光,30.0,滋賀県野洲市冨波甲１１５８‐１０,0,30.0,10月26日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A703235E25,株式会社大野産業,大野　恵造,京都市伏見区深草西浦町３－３７,077-552-8763,太陽光,750.0,滋賀県大津市上田上新免町種山６０７,2,801.1,10月30日2012年,2013年11月,-,-,外部積立て,-,2033年5月
A703272E25,株式会社京都メンテナンス,渡邊　勝弘,京都市北区小山上総町１０－８,075-414-7711,太陽光,22.0,滋賀県彦根市野瀬町１１６－４,0,22.0,10月30日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A703274E25,株式会社京都メンテナンス,渡邊　勝弘,京都市北区小山上総町１０－８,075-414-7711,太陽光,20.0,滋賀県長浜市八幡中山町１５６－２９,0,20.0,10月30日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A703278E25,株式会社松岡興産,松岡　忠司,甲賀市水口町水口３２０８番地,0748-62-0013,太陽光,29.7,滋賀県甲賀市水口町本町３－２４２９,0,29.7,10月29日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A703279E25,株式会社松岡興産,松岡　忠司,甲賀市水口町水口３２０８番地,0748-62-0013,太陽光,32.9,滋賀県甲賀市水口町本町３－６－３６,0,33.1,10月29日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A703290E25,株式会社山上木材,山上　昇,蒲生郡日野町大字内池１０３４,0748-52-1166,太陽光,48.3,滋賀県蒲生郡日野町大字内池１０３５,0,48.3,10月30日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A703311E25,林　雅彦,,,,太陽光,29.7,滋賀県彦根市野口町字若松２６３－４,0,29.7,10月31日2012年,2013年11月,-,-,外部積立て,-,2033年5月
A703312E25,林　雅彦,,,,太陽光,20.0,滋賀県彦根市極楽町字向田３９６,0,24.0,10月31日2012年,2013年11月,-,-,外部積立て,-,2033年4月
A703329E25,株式会社近江八幡安全教育センター,中島　勇,近江八幡市西庄町２５８番地,0748-37-2131,太陽光,48.6,滋賀県近江八幡市西庄町２５８,0,48.6,10月30日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A704012E25,株式会社駒月,岸村　源治,甲賀市土山町大野３３６０－７,0748-67-1016,太陽光,48.0,滋賀県甲賀市甲賀町隠岐２４０３－２３,0,48.0,11月1日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A704521E25,松耕製材株式会社,松本　耕一,野洲市堤２０７７－１,077-589-2216,太陽光,100.0,滋賀県野洲市堤２０７７－１,0,100.0,11月2日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A704546E25,株式会社辰誠建設,馬場　鋭州,長浜市小堀町４００－１,0584-43-1546,太陽光,28.7,滋賀県長浜市木之本町木之本１５８７－４,0,30.1,11月6日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A704552E25,有限会社ツジイチ,辻　市藏,近江八幡市田中江町２２０,0748-32-2535,太陽光,29.6,滋賀県近江八幡市田中江町２２０,0,29.6,11月6日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A704562E25,医療法人社団幸信会,山口　信一郎,東近江市青葉町１ー４６,0748-20-2345,太陽光,43.9,滋賀県東近江市青葉町１－４６,0,43.9,11月6日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A704573E25,オリエントハウス株式会社,西川　浩久,京都市中京区西ノ京東中合町４２,075-821-1013,太陽光,340.5,滋賀県甲賀市信楽町下朝宮８４６,0,340.5,11月6日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A704582E25,株式会社紅鮎,山本　清蔵,長浜市湖北町尾上３１２,0749-79-0315,太陽光,30.2,滋賀県長浜市湖北町尾上３１２,0,30.2,11月7日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A704595E25,有限会社染川工業所,染川　明嗣,犬上郡豊郷町八目９－２,0749-37-2657,太陽光,21.1,滋賀県愛知郡愛荘町島川字堀池１２７６－１,0,21.1,11月7日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A704620E25,株式会社長谷川,長谷川　成幸,野洲市西河原３－２４５５,06-6385-1331,太陽光,38.8,滋賀県野洲市西河原２２３２,1,39.3,11月8日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A705753E25,株式会社福田建設,福田　茂之,高島市新旭町針江４２８番地,0740-25-4149,太陽光,20.0,滋賀県高島市新旭町旭３０９－１,0,20.0,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年5月
A705754E25,山田　秀雄,,,,太陽光,49.9,滋賀県長浜市富田町９５４,2,61.6,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年4月
A705762E25,湖東興産株式会社,今若　伸男,東近江市上中野町９５６番地,0749-46-1570,太陽光,49.7,滋賀県東近江市上中野町９５６,0,57.7,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A705763E25,株式会社玉水燃料店,玉水　崇直,東近江市野口町１－３８,0748-22-1944,太陽光,126.0,滋賀県東近江市今崎町５２５,0,126.0,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A705771E25,高畑産業株式会社,北　和彦,栗東市下鈎１１６９－１,077-553-2200,太陽光,20.8,滋賀県栗東市下鈎１１６９－１,0,20.8,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年4月
A705779E25,ハグロエンジニアリング株式会社,歯黒　清司,蒲生郡日野町松尾３５３－１５,0748-53-0532,太陽光,20.0,滋賀県蒲生郡日野町松尾３５３－１５,0,20.0,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A705780E25,株式会社治武製作所,治武　清,蒲生郡日野町松尾３５３－１,0748-52-1120,太陽光,47.7,滋賀県蒲生郡日野町松尾３５３－１,0,47.7,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A705788E25,今江　里佳,,,,太陽光,32.0,滋賀県守山市水保町１１２３－２,0,35.9,11月9日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A705789E25,長和産業株式会社,藤本　正幸,長浜市新庄中町１５８,0749-63-9331,太陽光,44.0,滋賀県長浜市新庄馬場町字御池２１７,0,49.9,11月9日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A705815E25,株式会社オギキチ,村井　弘樹,近江八幡市野村町２１５－２,0748-34-8990,太陽光,49.5,滋賀県近江八幡市小田町１８５７－２,0,49.5,11月13日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A705816E25,株式会社ＨＩＲＡＹＡＭＡホールディングス,平山英拡,大阪府大阪市中央区高麗橋１‐６‐１０豊田日生北浜ビル３階,06-6227-0035,太陽光,1989.1,滋賀県甲賀市水口町嶬峨大谷１１７－３,0,2491.8,11月13日2012年,2015年1月,-,-,外部積立て,-,2034年11月
A705830E25,川村商事株式会社,川村　文夫,甲賀市土山町前野６６０－３,0748-67-1071,太陽光,20.0,滋賀県甲賀市土山町前野６６０－３,0,25.8,11月13日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706434E25,株式会社アライ,新井　之尚,滋賀県大津市牧３－１４－１,077-549-0111,太陽光,100.0,滋賀県大津市松が丘６－５－１,0,100.0,11月14日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706461E25,株式会社マスイ,増井　昌光,東近江市御園町４０５番地２,0748-23-4030,太陽光,49.8,滋賀県東近江市小田苅町字内林１５,0,49.9,11月15日2012年,2013年11月,-,-,外部積立て,-,2033年7月
A706468E25,有限会社佳研エステート,松山　佐登美,滋賀県草津市野路町榊差１２８５番地１,,太陽光,21.5,滋賀県湖南市針２２７,0,21.5,11月15日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A706469E25,有限会社保海瓦工業,保海　至孝,甲賀市土山町大野１７２８番地,0748-67-0056,太陽光,22.7,滋賀県甲賀市土山町大野１７２８,0,22.7,11月15日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A706479E25,高月興業有限会社,野村　義人,長浜市高月町柏原９３,0749-85-4533,太陽光,49.5,滋賀県長浜市高月町渡岸寺１６３－１,0,54.7,11月15日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A706480E25,高月興業有限会社,野村　義人,長浜市高月町柏原９３,0749-85-4533,太陽光,49.5,滋賀県長浜市高月町渡岸寺１６３－１,0,54.7,11月15日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A706490E25,有限会社アートボデー,大塚　靖,高島市安曇川町西万木２９０－２,0740-32-2910,太陽光,20.3,滋賀県高島市安曇川町西万木２９０－２,0,20.3,11月16日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706525E25,株式会社　山正マーケティングサービス,村上　豪,,,太陽光,47.1,滋賀県大津市秋葉台２４－３７,0,47.1,11月19日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A706558E25,株式会社ヨシダ,吉田　徹,近江八幡市西生来町１２６６番地,0748-38-0889,太陽光,40.0,滋賀県近江八幡市西生来町１２３１,0,44.7,11月19日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706562E25,エグチホールディングス株式会社,江口　勝義,名古屋市守山区吉根２丁目１６０４,0561-55-5722,太陽光,49.3,滋賀県蒲生郡日野町大字大谷字西ノ割７１６－１,0,49.6,11月19日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706563E25,株式会社誠和工業,前川　真輝,一宮市千秋町加納馬場米野４８－２,0586-76-7985,太陽光,49.3,滋賀県蒲生郡日野町大字大谷字西ノ割７－６－１,0,49.7,11月19日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706564E25,株式会社誠和工業,前川　真輝,一宮市千秋町加納馬場字米野４８番地の２,0561-55-5722,太陽光,49.3,滋賀県蒲生郡日野町大字大谷字西ノ割７－６－１,0,49.7,11月19日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706570E25,戸倉商事株式会社,戸倉　保夫,栗東市東坂５３－１６,077-558-3511,太陽光,49.6,滋賀県栗東市東坂５３－１６,0,49.7,11月20日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A706571E25,株式会社スポーツショップキムラ,木村　守,彦根市西肥田町９８３,0749-43-5918,太陽光,48.0,滋賀県彦根市彦富町９１７－３,0,48.0,11月20日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A706602E25,松はま株式会社,松田　泰正,名古屋市千種区丘上町１丁目１７番地,052-751-1110,太陽光,49.3,滋賀県蒲生郡日野町大谷字西ノ割７－６－１,0,49.6,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706603E25,松田　真和,,,,太陽光,49.3,滋賀県蒲生郡日野町大谷字西ノ割７－６－１,0,49.6,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706611E25,スターライト工業株式会社,西郷　隆晄,大阪市旭区大宮四丁目２３番７号,077-500-7058,太陽光,138.2,滋賀県栗東市上砥山２２２２,0,138.2,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706614E25,太田　定男,,,,太陽光,48.6,滋賀県大津市南比良１２４０－３,0,48.6,11月22日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706628E25,河崎織物株式会社,河崎　慶次,東近江市山路町７２１番地,0748-42-1105,太陽光,40.0,滋賀県東近江市山路町４３６,0,42.8,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A706644E25,株式会社伊藤佑ホールディングス,伊藤　侑祐,滋賀県蒲生郡日野町大字里口３７番地,0748-52-2143,太陽光,192.1,滋賀県甲賀市水口町宇田字横田３６８－１,2,194.5,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A706650E25,河崎織物株式会社,河崎　慶次,滋賀県東近江市林町７３－１８（１１０６）,0748-42-1105,太陽光,140.0,滋賀県東近江市山路町７２１,0,159.1,11月21日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A706686E25,医療法人弘英会,小椋　英司,大津市真野５丁目１番２９号,077-573-4321,太陽光,47.2,滋賀県大津市真野５－１－３３,0,48.9,11月22日2012年,2013年11月,-,-,外部積立て,-,2033年4月
A709126E25,リングテック株式会社,長谷川　誠,滋賀県甲賀市甲南町柑子２００２‐８,0748-86-3445,太陽光,40.0,滋賀県甲賀市甲南町柑子２００２－５２,0,43.0,11月26日2012年,2013年11月,-,-,外部積立て,-,2033年4月
A709155E25,株式会社日新メンテナンス,立川　英臣,大阪市中央区南船場４－１２－１２（小西日生ビル６Ｆ）,06-6252-3085,太陽光,20.3,滋賀県大津市今堅田２－３３－１７,0,20.4,11月27日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A709156E25,株式会社岩深水,田中　離有,千代田区二番町５－１,077-531-0710,太陽光,49.5,滋賀県大津市石山平津町字平津西６０３－２,0,54.6,11月27日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A709195E25,株式会社八桃,定本　愛子,豊中市緑丘１－２６－１３,,太陽光,29.2,滋賀県蒲生郡竜王町山之上５１５２－１,0,29.2,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年1月
A709196E25,有限会社ＡＳＴＹ建物管理,山本　敏夫,京都市下京区郭巨山町２５コンフォール四条烏丸１４０２,075-211-6399,太陽光,48.0,滋賀県蒲生郡竜王町山之上５１５２－４,0,48.0,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A709234E25,有限会社カタオカ,片岡　惠己,栗東市小柿１－３－９,077-553-2200,太陽光,47.6,滋賀県栗東市中沢２－４－６,1,47.6,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A709235E25,西川　俊弘,,,,太陽光,22.0,滋賀県東近江市蒲生寺町２０５,0,22.0,11月28日2012年,2013年11月,-,-,外部積立て,-,2032年12月
A709236E25,ライム株式会社,村井　安一,蒲生郡竜王町岡屋２０３９,0748-58-3030,太陽光,48.8,滋賀県蒲生郡竜王町岡屋４２３９,0,48.8,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A709237E25,松本　伸次,,,,太陽光,36.3,滋賀県彦根市中藪町７４１－５４,0,36.9,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年3月
A709247E25,株式会社マルヨシ近江茶,ヨシ永　正,甲賀市土山町大野２７２３,0748-67-0325,太陽光,49.5,滋賀県甲賀市土山町大野２７２３,0,52.5,11月28日2012年,2013年11月,-,-,外部積立て,-,2033年2月
A709292E25,ダイワ運輸株式会社,木村　泰文,神戸市西区玉津町水谷４１０,078-914-0022,太陽光,116.2,滋賀県東近江市青野町４７２２,0,116.2,11月30日2012年,2013年11月,-,-,外部積立て,-,2033年6月
A709321E25,たち建設株式会社,舘　義雄,栗東市六地蔵１１０３－２,077-543-8515,太陽光,750.0,滋賀県栗東市御園八王子１‐１,0,790.6,11月30日2012年,2013年11月,-,-,外部積立て,-,2033年2月
